year,month,date,district,period,location,count,caseNo,content,source
115,1,115/01/13,板橋區,夜間,板橋區 檢舉板橋區縣民大道及板城路,1,J260113-4160,檢舉板橋區縣民大道及板城路深夜汽機車超速及嚴重噪音問題，建請相關單位增設科技執法設備並加強稽查。,1999市政信箱
115,1,115/01/14,板橋區,夜間,板橋區 檢舉板橋區縣民大道及板城路,1,J260114-4123,檢舉板橋區縣民大道及板城路深夜汽機車超速及嚴重噪音問題，建請相關單位增設科技執法設備並加強稽查。,1999市政信箱
115,1,115/01/15,鶯歌區,假日,鶯歌區 鶯歌區大湖路 / 都於門口附近的大湖路,1,H260115-2336,鶯歌區大湖路375號1樓「雅宏機車行」，長期有違規改裝機車，且長期不定時於22:00到00:00之間(假日特別嚴重)都於門口附近的大湖路往鳳鳴車站方向來回行駛試騎改裝機車擾鄰，且有危險駕駛(例:急煞車等)，曾多次去電警察局110反映都未改善，故要反映，希望單位嚴懲機車行並列入重點盤查取締對象，且建議單位於大湖路上多設置監視器或科技執法，希望單位儘速做出滿意的處理。,1999市政信箱
115,1,115/01/15,板橋區,未註明,板橋區 板橋區南興橋,1,H260115-2256,板橋區南興橋，因常見雙向有車輛超速行駛發生車禍，建請單位增設測速照相及噪音科技執法設備。,1999市政信箱
115,1,115/01/17,鶯歌區,夜間,鶯歌區 南雅路 / 育英街,1,J260117-4385,南雅路 與 育英街 路口在周五到周日晚上11時到隔日1時，常有噪音車輛出沒繞行路口。 請協助處理，謝謝。,1999市政信箱
115,1,115/01/17,板橋區,夜間,板橋區 國光路道路 / 另國光路有二處民營路,1,J260117-4372,國光路道路筆直，重機及機車呼嘯而過，噪音擾人，尤以深夜人車皆少時尤甚。前已反應此問題，獲市府答覆考慮加装聲音照相機遏止，然多年過後渺無音訊！另國光路有二處民營路邊停車場，停等入場車輛往往占據道路，造成往來車輛喇巴聲不輟，嚴重干擾週邊居民作息！在此建議，如加裝聲音照相機有困難，是否於路面加設減速丘；另對二處停車場週邊加設警語，如科技執法等字樣，警告違停車輛，以還我安寧環境！謝謝。,1999市政信箱
115,1,115/01/17,五股區,未註明,五股區 五股區新五路二段至新五路三段 / 及64快速道路,1,H260117-2005,五股區新五路二段至新五路三段整條、及64快速道路，該處經常會有改裝汽機車呼嘯而過、導致噪音擾鄰，故建議增設聲音照相科技執法設備、及加強巡邏，請單位研議實行。,1999市政信箱
115,1,115/01/17,三重區,未註明,三重區 三重區疏洪西路 / 先前該路段,1,H260117-2002,三重區疏洪西路、靠近15號越堤道附近，該處經常會有改裝汽機車呼嘯而過、導致噪音擾鄰，先前該路段曾有裝設「聲音照相科技執法」期間確實有改善，然不明原因該「聲音照相科技執法」移除後、噪音又故態復萌，故建議增設聲音照相科技執法設備，請單位研議實行。,1999市政信箱
115,1,115/01/18,三重區,未註明,三重區 三重區中央南路 / 或在中央南路與福德南路路,1,H260118-2039,三重區中央南路104號附近1/18 01:00、08:00左右傳來重機行駛的噪音，請單位加強稽查，或在中央南路與福德南路路口附近設置科技執法。,1999市政信箱
115,1,115/01/18,新店區,夜間,新店區 新店區北興路一段,1,H260118-2012,新店區北興路一段73號一帶，經常有改裝車違規超速行駛，致使排氣管噪音嚴重影響安寧，1/18凌晨3點多也有此況，故請單位加強取締、或裝設聲音照相科技執法以利改善。,1999市政信箱
115,1,115/01/18,新莊區,夜間,新莊區 新莊區裕民街與龍安路,1,J260112-4007,新莊區裕民街與龍安路處，夜間時期許多改裝機車噪音過大聲下班時間約8點過後至深夜1點，許多改裝排氣管之機車加大油門之噪音造成噪音擾民，雖政府已於2025年已訂加強取締改裝機車之噪音，但處區仍噪音頻傳，令人質疑此法規的成效，建議新北市政府可以加強此區域的噪音取締。,1999市政信箱
115,1,115/01/18,新店區,夜間,新店區 在新店區新烏路一段附近黃線,1,H260118-2011,民眾1/18凌晨03:18臨時停車(TEP-7707)在新店區新烏路一段附近黃線，卻遭「青潭派出所」員警(資訊不詳)開罰噪音車勸導單，民眾解釋因之前出車禍，向車行借排氣管，還在等排氣管原物料，需到週一或週二才裝上，但該員表示那是民眾的事，故申訴上述問題，請單位查處。,1999市政信箱
115,1,115/01/18,板橋區,夜間,板橋區 板城路經常在晚上10點後深夜至凌晨時段 / 希望能在板城路,1,J260118-4032,板城路經常在晚上10點後深夜至凌晨時段，有車輛高分貝來回飆車，嚴重影響附近居民睡眠，附近重劃區已入住大量居民，希望能在板城路上裝設噪音偵測照相機，取締不法，以維安寧。,1999市政信箱
115,1,115/01/18,土城區,夜間,土城區 廣明街63巷 / 德興街,1,J260118-4011,土城區 廣明街63巷、德興街口夜間行駛車輛，常有飆駛行為，頻繁製造惱人噪音，請考慮設置噪音科技執法於22:00-06:00間自動檢舉噪音車輛，或設置夜間低速行駛的告示，還市民寧靜的住宅區,1999市政信箱
115,1,115/01/18,新莊區,夜間,新莊區 新莊區裕民街與龍安路,1,J260112-4007,新莊區裕民街與龍安路處，夜間時期許多改裝機車噪音過大聲,1999市政信箱
115,1,115/01/25,淡水區,夜間,淡水區 陳請於淡水區濱海路一段 / 我是居住於淡水新市鎮濱海路一段,1,J260125-4149,陳請於淡水區濱海路一段增設「聲音照相科技執法」設備，以取締深夜改裝車輛飆車噪音之擾民行為。市長您好，我是居住於淡水新市鎮濱海路一段的居民。長期以來，每逢深夜（23:00 至 04:00），濱海路一段常有大量改裝車輛（俗稱放屁車）來回飆車炸街，利用改裝回火系統製造巨大爆炸聲響。建請環保局與警察局評估，於濱海路一段（特定熱點路段）設置**「聲音照相科技執法」**系統。透過全天候自動偵測噪音超標車輛並拍照取締，才能有效嚇阻改裝車，還給居民寧靜的居住空間。,1999市政信箱
115,1,115/01/25,蘆洲區,夜間,蘆洲區 蘆洲區永安南路二段與九芎街,1,H260125-2008,蘆洲區永安南路二段與九芎街口，每日凌晨01:00至03:00間會有改裝車飆車致使噪音擾鄰，請單位設置攔檢站加強稽查。,1999市政信箱
115,1,115/01/25,汐止區,未註明,汐止區 汐止區康寧街,1,H260125-2005,汐止區康寧街706號雙向，上址全天有改裝車行駛噪音擾鄰問題，故請單位儘速設置科技執法以利取締。,1999市政信箱
115,1,115/01/25,五股區,夜間,五股區 五股區 台64觀音山隧道 深夜經常有汽機車改裝排氣管高速,1,J260125-4005,五股區 台64觀音山隧道 深夜經常有汽機車改裝排氣管高速行駛產生巨大噪音影響睡眠台64觀音山隧道 深夜經常有汽機車改裝排氣管高速行駛產生巨大噪音影響睡眠,1999市政信箱
115,1,115/01/26,板橋區,未註明,板橋區 板橋 / 下橋,1,H260126-2004,板橋區「新北環快」下橋、華江二路(三重至板橋方向)，上址經常有改裝車違規超速行駛，致使排氣管噪音嚴重影響安寧，故請單位加強取締、或於華江二路上及新北環快上裝設聲音照相科技執法以利改善。,1999市政信箱
115,1,115/01/27,三重區,夜間,三重區 重新路四段244巷 / 馬上到中興橋,1,J260127-4032,三重區 重新路四段244巷 每次晚上過12點後，都會有噪音車故意呼嘯而過，不然就是改排氣管的機車或汽車經過聲音都很大聲，已經持續兩個禮拜了，通常都是晚上12點到凌晨2點，都會有陸續經過的，已經吵到讓我很焦慮，影響白天工作了，跟里長反應，里長也是愛莫能助，馬上到中興橋派出所反應也沒用，一定要在新北市三重區重新路四段244巷設置噪音照相機，不然里民真的會被這些自私的噪音車害死！ 然後怎麼佐證，吵完就跑去大樓地下停車場了，怎麼佐證，竟然要便民，就要徹底，民眾自己找證據，裡面存在多少危險！,1999市政信箱
115,1,115/01/27,中和區,夜間,中和區 建議於中和區安和路 / 號路段,1,J260127-4002,建議於中和區安和路 135 號路段增設減速設施，並加強深夜改裝車噪音取締與監測。,1999市政信箱
115,1,115/01/28,板橋區,未註明,板橋區 板橋區板橋,1,H260128-2215,1.板橋區板橋花市公車站，因公車車流眾多，但司機都會長鳴喇叭，影響周邊住戶安寧，要求單位宣導改善，不要長鳴喇叭。,1999市政信箱
115,1,115/01/29,五股區,未註明,五股區 時段,1,J260129-4024,改裝車噪音問題 你被吵是真的 車牌警方有 時段大家都知道 但制度設計就是「沒人能動手」,1999市政信箱
115,1,115/01/29,新莊區,未註明,新莊區 新莊區中央路與中華路三段 / 中華路三段與新北大道三段,1,H260129-2006,新莊區中央路與中華路三段口、中華路三段與新北大道三段口、台1線上，上址經常有改裝排氣管飆車噪音，請單位在上址設置聲音測速照相機，並派員設置攔檢站加強攔檢。,1999市政信箱
115,1,115/01/29,五股區,夜間,五股區 新北五股64號高架觀音山隧道 半夜飆車噪音污染干擾睡眠,1,J260129-4710,新北五股64號高架觀音山隧道 半夜飆車噪音污染干擾睡眠 煩請加強取締改裝噪音車,1999市政信箱
115,1,115/01/29,三重區,夜間,三重區 建請於長元街 / 河濱北街,1,J260129-4503,建請於長元街、河濱北街、新北環河快速道路、環河北路一段一帶設置噪音科技執法，加強取締，以杜絕深夜(約晚間十一點到凌晨兩點)改裝小客車與機車將上述道路當作賽車競速場所。 上述情形幾乎每日發生，聲音巨大，但卻無公權力介入處理取締。,1999市政信箱
115,1,115/01/30,中和區,夜間,中和區 本人居住於新北市中和區立業路 / 緊鄰華中橋側邊道路,1,J260130-4460,本人居住於新北市中和區立業路12號，緊鄰華中橋側邊道路。  該路段每日晚間約22:30至凌晨02:00，長期有多輛改裝排氣管汽、機車高速通過並刻意拉轉速，聲音明顯超標，已嚴重影響睡眠與身心健康。,1999市政信箱
115,1,115/01/30,林口區,未註明,林口區 林口區文化北路段,1,J260130-4412,林口區文化北路段噪音陳情書,1999市政信箱
115,1,115/01/30,五股區,未註明,五股區 64快速道路,1,J260130-4410,規定就是要在你家聽到86分貝 64快速道路旁邊要90分貝 才叫噪音 五股區洲子洋的居民從2021年就希望可以解決這問題 每天改裝車還是非常擾民,1999市政信箱
115,2,115/02/01,八里區,夜間,八里區 八里區中山路二段,1,H260201-2001,八里區中山路二段280多號，該址雙向於凌晨0時到2時左右，經常有改裝車行駛噪音擾鄰，故請單位設置科技執法以利改善。,1999市政信箱
115,2,115/02/02,八里區,未註明,八里區 八里區中山路二段 / 尤其是晚間休息時段,1,H260202-2313,八里區中山路二段280號至300號之間，經常有改裝車呼嘯行駛噪音擾鄰，尤其是晚間休息時段更為嚴重，故請單位設置科技執法以利改善。,1999市政信箱
115,2,115/02/02,瑞芳區,未註明,瑞芳區 瑞芳區魚桀魚坑路 / 前為直線500公尺之道路,1,A260202-1041,瑞芳區魚桀魚坑路278號，該處「大寮派出所」前為直線500公尺之道路，常有改裝車呼嘯而過傳出噪音，且也有貨車或砂石車經過會超速，民眾認為影響附近住戶安寧及交通安全，要求單位設置測超速及聲音照相等科技執法設備，並加強取締噪音及超速車輛。,1999市政信箱
115,2,115/02/02,跨區或全市區,未註明,跨區或全市區 台64及辛亥隧道等路段,1,J260202-4184,打破「路廣速限低」的科技執法迷思：針對北宜、台64及辛亥隧道等路段引進歐洲速度管理模式之改善提案。,1999市政信箱
115,2,115/02/03,林口區,未註明,林口區 文化三路二段民生路寶林路,1,B260203-0012,文化三路二段民生路寶林路最近每天都有好幾輛垃圾噪音改管汽車經過附近拉轉呼嘯而過，不知道文林派出所有沒有聽到過？真的有夠吵，難道都要人民檢舉才要管管這些垃圾嗎？？,1999市政信箱
115,2,115/02/03,新店區,未註明,新店區 新店區安民街65巷與75巷,1,H260203-2092,新店區安民街65巷與75巷口，經常有改裝車出沒產生噪音，希望單位於此處設置科技執法取締。,1999市政信箱
115,2,115/02/03,中和區,夜間,中和區 中山路三段 / 在中山路這一帶炸街,1,J260203-4239,中和區 中山路三段35號 現在每天晚上都會有高級轎車(賓士AMG系列)在中山路這一帶炸街,1999市政信箱
115,2,115/02/04,新莊區,未註明,新莊區 化成路各巷,1,J260204-4142,化成路各巷子裡，有機車在此飆行且製造排氣管噪音，不堪其擾，這種情況，相當常見,1999市政信箱
115,2,115/02/04,林口區,未註明,林口區 有關林口區中湖里寶林路,1,H260204-2012,民眾曾反映案號:H251211-2017，有關林口區中湖里寶林路及菁埔，經常有改裝車輛來回飆車一案，警方回復會加強取締後有獲改善，但近日又開始發生，故請單位儘速設置科技執法以利取締。,1999市政信箱
115,2,115/02/05,板橋區,未註明,板橋區 板橋區中山路二段,1,H260205-2003,板橋區中山路二段235號至141號，經常有改裝車輛出沒並製造噪音擾寧，建議單位在單號側裝設聲音照相科技執法以取締改裝車輛。,1999市政信箱
115,2,115/02/05,三重區,未註明,三重區 三重區神農街 / 該處神農街,1,H260205-2111,三重區神農街497號，該處神農街長期00:00至02:00間，有多輛機、汽車疑拆掉滅音器，在神農街違規飆車，已影響附近居民無法休息，請單位加強取締並設置噪音偵測照相系統設備，以降緩違規飆車。,1999市政信箱
115,2,115/02/05,中和區,夜間,中和區 中山路 / 員山路路,1,J260205-4355,"中山路&員山路路口 /從中山路往板橋方向 汽車炸裂聲音   最近晚上常常驚醒,原因 汽車炸裂聲音 大聲到從夢中驚醒,進而影響到隔天上班,時間大概都是凌晨12:00~2:50左右,請警察幫忙取締或在員山路及中山路路口設置取締設備,我相信一定可以嚇阻謝謝幫忙.",1999市政信箱
115,2,115/02/06,八里區,未註明,八里區 八里區龍米路一段 / 該路段位於下坡且道路,1,H260206-2193,八里區龍米路一段42號一帶，該路段位於下坡且道路筆直，常有車輛高速行駛，車輛引擎聲音明顯過大，疑似有改裝車輛出沒，造成嚴重噪音擾民情形，建請相關單位於該路段加裝噪音的音量檢測器，針對噪音超標車輛進行取締與開罰，以維護周邊居民生活安寧與交通安全。,1999市政信箱
115,2,115/02/06,板橋區,夜間,板橋區 板橋 / 文聖街,1,J260206-4001,板橋區 文聖街 近期惡意改裝噪音車數量上升，尤其晚上出現頻率大幅增加，這些人大半夜騎著噪音超過100分貝的機車到處跑，惡意破壞住宅區安寧，在寫這封信前幾分鐘文聖街這邊才經過一輛極大噪音，還一直故意慢慢騎頻繁拉高轉速惡意製造噪音的機車，請問政府和警察可以做些什麼來遏止這個歪風嗎？謝謝。,1999市政信箱
115,2,115/02/07,三重區,夜間,三重區 三和路三段四段 / 最近三重區三和路,1,J260207-4504,三重區 三和路三段四段 最近三重區三和路這都有改裝車爆音改管，已經越來越離譜，尤其半夜吵到大家沒法睡覺，怎麼都沒有單位進行測速及噪音稽查，可否請相關單位架設噪音測速照相,1999市政信箱
115,2,115/02/07,三重區,夜間,三重區 三重區三和路三段四段,1,J260207-4502,三重區三和路三段四段最近改裝車橫行，半夜爆音改管一堆，請問可否派員處理,1999市政信箱
115,2,115/02/07,三重區,未註明,三重區 三重區重新路一段,1,H260207-2218,三重區重新路一段43號「三重分局三重派出所」，往台北方向，經常有疑似拆掉排氣管消音器的汽機車在紅燈跳轉為綠燈時重踩、重催油門，製造噪音擾寧，建議單位增設聲音照相科技執法加強取強。,1999市政信箱
115,2,115/02/09,新店區,夜間,新店區 在新店往烏來的路段 / 此路段為新烏路三段,1,J260209-4759,在新店往烏來的路段，每天晚上一批又一批的飆車族瘋狂催油門上山，此路段為新烏路三段叫「龜山」的地段，位在台電旁的一個里，整個山路就這一段非常筆直，很適合加速競飆，所有飆車族都會在此路段全力催油門導致噪音嚴重影響生活品質、影響睡眠！,1999市政信箱
115,2,115/02/10,中和區,未註明,中和區 中和區中正路211巷,1,H260210-2018,中和區中正路211巷32弄4號門口，經常於22:00至02:00及05:00至06:00有改裝排氣管的車輛或重機飆車而過，產生噪音影響當地住戶休息，建議相關單位於該處增設聲音照相科技執法。,1999市政信箱
115,2,115/02/10,新店區,假日,新店區 新北市新店區北宜路二段 / 超速越線,1,J260210-4397,新北市新店區北宜路二段 平日與假日 請加強取締違規車輛與改裝車 噪音過大 超速越線 請增加員警駐點巡邏拍照和機動警車  另請考量評估增設測速和噪音照相機 維護附近住戶和公家機關安寧,1999市政信箱
115,2,115/02/10,鶯歌區,未註明,鶯歌區 鶯歌區中湖街 / 該路段,1,H260210-2265,鶯歌區中湖街310號，該路段03:00至05:00間會有很多改裝汽機車行經，期間產生嚴重噪音擾民，故請單位加強巡邏、增設噪音檢測機器。,1999市政信箱
115,2,115/02/11,蘆洲區,未註明,蘆洲區 仁愛街,1,J260211-4702,蘆洲區 仁愛街58號一帶  2026 0209~0210環保局有設置 噪音檢測的執法裝置作取締，但2/11號 徹除後，機車汽車改裝車 又紛紛出來，完全無法可管，也抓不到，希望可以設置一個永久型的裝置 或其他方式，杜絕改裝車飆車及噪音擾人 辦理資訊(主辦),1999市政信箱
115,2,115/02/12,平溪區,夜間,平溪區 本人居住於平溪區靜安路二段 / 因山區道路,1,J260212-4345,本人居住於平溪區靜安路二段498號，因山區道路常有改裝車夜間聚集跑山，於18:00至翌日08:00間頻繁超速、跨越雙黃線並製造高分貝排氣噪音，嚴重影響居民作息與行人安全。本人多次向環保局申請設置固定噪音檢測設備未獲核准，懇請市府協助評估設置固定或長時間噪音監測，以維護居住品質與交通安全。,1999市政信箱
115,2,115/02/12,蘆洲區,未註明,蘆洲區 永平街43號跟32巷 / 永平街,1,J260212-4611,蘆洲區 永平街43號跟32巷 永平街已經連續好幾天2/7 2/8 2/9 跟今天2/12有好多部機車跟汽車白天就開始無限在永平街來回快速飆車製造噪音也已經影響到我們的生活了,1999市政信箱
115,2,115/02/12,三重區,夜間,三重區 三重區新北大道二段 / 雙向道路,1,H260212-2286,三重區新北大道二段，雙向道路每天晚上會有改裝機車的試車噪音很大聲擾鄰，警察都沒有在管理，請單位查處。,1999市政信箱
115,2,115/02/13,三重區,夜間,三重區 重新路四段244巷,1,J260213-4023,三重區 重新路四段244巷 附件大樓社區總是有特定幾台改裝排氣管的機車出入，時間都是過晚上12點後呼嘯而過，為什麼排氣管要改這麼大聲，為什麼智障總是要故意凌晨呼嘯而過，過了之後就躲在大樓停車場內，已經不堪其擾了！為什麼不直接派稽查人員強制取締,1999市政信箱
115,2,115/02/15,三重區,夜間,三重區 23停在新北市三重區重新路四段244巷22號路,1,J260215-4021,凌晨約02：22到02：23停在新北市三重區重新路四段244巷22號路口的噪音汽車，故意離開離大踩油門，聲音很大聲，我就納悶，自己不用睡覺，就可以製造噪音吵要睡覺的人嗎？根本沒有公德心,1999市政信箱
115,2,115/02/14,深坑區,未註明,深坑區 深坑區文化街,1,H260214-2160,深坑區文化街45號，該址每日22:00至03:00皆有疑似改裝汽車經過並發出引擎噪音，請單位評估於此處設置聲音照相系統，以利安寧。,1999市政信箱
115,2,115/02/15,林口區,未註明,林口區 林口區寶林路與文化北路二段,1,H260215-2051,林口區寶林路與文化北路二段交叉口，長期23:00多、24:00多會有許多改裝汽機車飆車，產生噪音擾民、深深影響當地住戶睡眠品質，以前機關稽查過稍有改進，但近期故態復萌，請機關儘速再度加強查緝。,1999市政信箱
115,2,115/02/15,五股區,未註明,五股區 五股區成泰路二段跟工商路,1,H260215-2112,五股區成泰路二段跟工商路口，每日22:00至隔日3:00會有固定幾台改裝車來回飆車，傳出大量噪音，請單位加強取締。,1999市政信箱
115,2,115/02/15,汐止區,夜間,汐止區 汐止區大同路二段與信義路,1,H260215-2129,汐止區大同路二段與信義路口，晚間23:30至凌晨02:30經常有改裝排氣管車輛飆車致噪音擾鄰，請單位裝設聲音照相與測速照相以利取締。,1999市政信箱
115,2,115/02/17,中和區,未註明,中和區 中和區民生里德光路,1,H260217-2040,1.中和區民生里德光路17鄰72號1樓(舒麥爾麵包店)，長期每天24小時都有許多改裝汽機車行經，傳出極大引擎聲噪音擾民，請單位加強查緝。 2.前述地址對面「黑松鹹酥雞」，業者夫婦每天肆無忌憚刻意用極大分貝對話喧嘩，也會有生財器具(瓦斯桶、油罐桶)碰撞等聲響，及前往購買的顧客騎乘或駕駛改裝車、產生極大噪音，以上種種狀況均已對民眾生活造成極大困擾,1999市政信箱
115,2,115/02/20,五股區,未註明,五股區 成泰路四段22巷至疏洪北路,1,J260220-4001,成泰路四段22巷至疏洪北路口，附近經常有引擎或排氣管改裝車輛製造巨大噪音，擾亂安寧。建請市府能增設噪音偵測攝影機，取締改裝噪音車輛,1999市政信箱
115,2,115/02/20,永和區,未註明,永和區 永和區成功路二段與得和路,1,H260220-2008,永和區成功路二段與得和路口，經常有改裝排氣管車輛飆車噪音，請單位加強取締。,1999市政信箱
115,2,115/02/26,蘆洲區,夜間,蘆洲區 光華路186巷,1,J260226-4580,蘆洲區 光華路186巷25號 排氣管改裝車 橫行 來回試車 晚上不得安寧 希望有關單位 提出因應方案 如 聲音科技執法擺設 嚇阻,1999市政信箱
115,2,115/02/27,三峽區,未註明,三峽區 三峽區中正路一段與大同路,1,H260227-2169,三峽區中正路一段與大同路口，經常有許多改裝汽機車行經產生噪音擾民，建請單位加強巡邏取締，或請單位增設科技執法設備。,1999市政信箱
115,2,115/02/27,三重區,未註明,三重區 三重區三和路三段四段,1,J260227-4156,三重區三和路三段四段最近晚間越來越多改裝車爆音改管挑釁附近住戶，已經多次檢舉根本沒用，尤其晚間7點到12點最為離譜，很奇怪是附近住戶透露上上個月市府有派員裝設噪音測速，當天完全沒改裝車，但隔天一撤走，改裝車又開始橫行,1999市政信箱
115,2,115/02/28,樹林區,夜間,樹林區 樹林區學成路與大成路 / 至學成路與佳園路三段,1,H260228-2003,樹林區學成路與大成路口，至學成路與佳園路三段口，上址晚間23時到隔日凌晨1時，每幾天便有改裝車行駛的噪音問題，故請單位加強取締、並請轄區派出所積極處理。,1999市政信箱
115,3,115/03/01,新店區,未註明,新店區 安康路二段100巷,1,J260301-4267,安康路二段100巷口每天噪音不斷，車子跟摩托車加速聲音都超過70分貝以上嚴重影響生活安寧，希望可以設置噪音檢測機，車輛未減速即智慧舉報,1999市政信箱
115,3,115/03/03,新莊區,未註明,新莊區 中華路二段,1,J260303-4023,新莊區 中華路二段 海產店的歡樂的喧嘩聲和持續不斷的摩托車來回試車的引擎聲。,1999市政信箱
115,3,115/03/11,三重區,夜間,三重區 噪音車來的時段,1,J260309-4001,噪音車來的時段就是晚上00：00時到凌晨02：00時，都是呼嘯而過，會有警察來定點蹲守嗎？還是巡邏呢？巡邏時間會很長嗎？真的有辦法現場取締到噪音車嗎？真心希望你們可以抓到我們這邊那該死的擾民噪音車！ 我已經多次在房間睡著的時候被吵醒，然後就很難再入睡！長期這樣子被吵醒，我只會覺得對公家機關感到失望！,1999市政信箱
115,3,115/03/14,八里區,夜間,八里區 八里區商港三路 / 有看到八里有些路段,1,J260314-4410,八里區商港三路夜間幾乎每天都有飆車族在那飆車，產生噪音，汽車和機車都有，有看到八里有些路段有設置科技執法，請此路段也盡快設置「聲音照相科技執法」，民眾拍照錄影檢舉實在很困難，也會對自身造成危險。,1999市政信箱
115,3,115/03/16,板橋區,未註明,板橋區 板橋區華江二路與環河西路四段 / 故建請單位於路,1,H260316-2193,板橋區華江二路與環河西路四段口，行經該處的汽機車與改裝車之車速大多過快，故建請單位於路口增設科技執法偵測噪音與超速之設備、加強取締。,1999市政信箱
115,3,115/03/17,三重區,夜間,三重區 三重區三和路四段,1,J260317-4681,三重區三和路四段晚間5點到半夜1-2點都會有改裝車橫行飆車，甚至製造爆音，完全無視周遭住戶安寧，可否請環保局及警察來取締吊扣駕照啊，根本惡劣到極點,1999市政信箱
115,3,115/03/18,新莊區,夜間,新莊區 新莊區青山路一段 / 該路段不定期於深夜至凌晨時段,1,H260318-2037,2.新莊區青山路一段，該路段不定期於深夜至凌晨時段有多輛汽、機車改裝車輛進行飆車，噪音嚴重擾鄰，亦建議於該路段加裝聲音照相科技執法設備，以遏止及取締車輛。,1999市政信箱
115,3,115/03/19,新店區,夜間,新店區 新店區環河路167號前方的路段,1,H260319-2007,新店區環河路167號前方的路段，夜間至凌晨會持續有改裝排氣管的車輛出沒並製造聲響擾寧，請相關單位加強巡邏取締。,1999市政信箱
115,3,115/03/20,三重區,夜間,三重區 三重區文化南路 / 光興街,1,H260320-2224,三重區文化南路、光興街交叉口，該交叉口每天(持續1個月左右)晚上22:00之後會有改裝汽車出沒，產生噪音擾鄰，民眾曾多次通報警察局110，員警多次表示「汽車速度太快，抓不到」，故申訴之，請單位增設科技執法測噪音、超速。,1999市政信箱
115,3,115/03/20,鶯歌區,夜間,鶯歌區 鶯歌區南雅路,1,J260320-4533,鶯歌區南雅路幾乎每晚8點-10點都會有一台噪音非常大的改裝車，疾馳而過，有時甚至晚上11點12點還在製造噪音。 嚴重影響他人。請有關單位協助處理。,1999市政信箱
115,3,115/03/20,五股區,夜間,五股區 不管白天或晚上時常會有改裝車經過上述三個路段,1,B260320-0017,不管白天或晚上時常會有改裝車經過上述三個路段，且故意加大油門造成噪音，希望可以加裝噪音取締以維持安寧,1999市政信箱
115,3,115/03/21,五股區,未註明,五股區 五股區五福路,1,H260321-2004,五股區五福路70號，該址長期有一改裝汽車(車號:BMN-5673)會大聲催油門，導致噪音擾鄰，故請單位前往稽查。,1999市政信箱
115,3,115/03/21,新莊區,夜間,新莊區 新莊區公園一路沿線 / 往中正路,1,H260321-2013,新莊區公園一路沿線(往中正路方向)，於晚間23:00至凌晨01:00期間經常會有改裝車輛噪音，尤其為周五晚間最為嚴重，故建議單位設置科技執法設備，請單位評估。,1999市政信箱
115,3,115/03/21,泰山區,夜間,泰山區 建請於泰山區泰山路,1,J260321-4326,建請於泰山區泰山路（鄰近泰山國中）設置噪音科技執法設備，以改善夜間擾民問題,1999市政信箱
115,3,115/03/22,新店區,夜間,新店區 北新路二段 / 至寶橋路路,1,J260322-4361,人：汽機車駕駛 事：汽機車改裝，噪音、搶快、飆車 時：晚上11點-1點 地：七張捷運站(北新路二段)至寶橋路路口 物：汽機車,1999市政信箱
115,3,115/03/23,中和區,夜間,中和區 針對中和區莒光路,1,J260323-4663,針對中和區莒光路深夜改裝車噪音及競速問題，啟動專案執法並加強科技執法與攔檢頻率 噪音影響睡眠,1999市政信箱
115,3,115/03/23,板橋區,未註明,板橋區 板橋區大觀路二段153巷 / 門牌附近沿線,1,H260323-2199,板橋區大觀路二段153巷46弄103號「合宜住宅」門牌附近沿線，長期22:00至01:00會有改裝機車呼嘯而過、造成噪音污染，多次通報警方，警方到場時有改善，然警方離場時又故態復萌、有迴避稽查問題，造成問題無法解決，請單位加強巡邏取締。,1999市政信箱
115,3,115/03/24,淡水區,夜間,淡水區 淡金路二段 / 但往往夜晚車輛較少時都有飆車族或改裝車會在此路段,1,J260324-4666,淡金路二段上已有多個社區，白天車多飆車較少出沒，但往往夜晚車輛較少時都有飆車族或改裝車會在此路段猛催油門製造噪音妨礙居住安寧，希望市長能夠增加此北新路到濱海路上多個噪音照相的機制。,1999市政信箱
115,3,115/03/25,三芝區,假日,三芝區 新北市三芝區淡金路二段 / 經國南海站新北市三芝區北海路二段,1,J260325-4442,新北市三芝區淡金路二段43號 以及台灣中油-經國南海站新北市三芝區北海路二段168號 這兩條路 還有三芝區的山路 每次平常的時候連假 過年 周休假日都有改裝機車 重型機車 跑車都在這兩條路製造噪音 導致這邊住戶很吵 因此我們也有報警處裡 但是還是沒有改善,1999市政信箱
115,3,115/03/28,新莊區,未註明,新莊區 新北市新莊區中環路一段,1,J260328-4050,新北市新莊區中環路一段 ，每星期五六日，24:00至04:00頻繁有改裝排氣管之機車高速通過，產生巨大爆震音，嚴重影響周邊住戶睡眠與身心健康。,1999市政信箱
115,3,115/03/28,板橋區,未註明,板橋區 板橋區僑中一街與大觀路一段28巷 / 近僑中一街,1,H260328-2167,板橋區僑中一街與大觀路一段28巷交叉口，近僑中一街1號「大觀國中」T字道路沿線，3/28 19:16傳出改裝排氣管之汽機車飆速轟鳴聲妨害安寧，今日已5、6趟之多，該區近期晚間19:00及21:00過後都會聽到改裝車飆速聲音，因該區為學區不應有這樣的問題、還日漸猖獗，請單位應加強巡邏取締或設置崗哨，以利解決改裝車噪音問題。,1999市政信箱
